ID_Chamado,Usuario,Departamento,Data_Abertura,Data_Fechamento,Categoria,Subcategoria,Canal_Atendimento,Prioridade,Status,Tecnico,Tempo_Resolucao_Horas,Dentro_SLA,Nota_CSAT
CH00598,Sr. Murilo Rios,Comercial,2026-05-06 22:08:34,2026-05-08 17:14:34,Redes,Cabo de rede desconectado,E-mail,Alta,Resolvido,Ana Silva,43.1,Não,3.0
CH00599,Davi Miguel Mendes,Operações,2026-03-27 03:42:55,,Software/ERP,Erro ao emitir nota,Telefone,Média,Em andamento,Bruno Costa,,Pendente,
CH00600,André da Luz,Financeiro,2026-04-18 07:29:54,2026-04-19 20:29:54,Hardware,Computador não liga,E-mail,Baixa,Resolvido,Ana Silva,37.0,Não,3.0
CH00601,Pietro Sá,Financeiro,2026-04-24 03:14:42,2026-04-25 16:14:42,Hardware,Computador não liga,E-mail,Baixa,Resolvido,Ana Silva,37.0,Não,5.0
CH00602,Dr. Anthony da Luz,Logística,2026-04-12 19:35:37,2026-04-13 17:53:37,Redes,Lentidão na VPN,E-mail,Baixa,Resolvido,Bruno Costa,22.3,Sim,3.0
CH00603,Srta. Ana Liz Rios,Operações,2026-04-21 19:16:08,2026-04-22 15:16:08,Redes,Wi-Fi instável,Portal de TI,Média,Resolvido,Bruno Costa,20.0,Sim,5.0
CH00604,Lorena Castro,Financeiro,2026-03-29 08:56:08,,Software/ERP,Erro ao emitir nota,WhatsApp,Baixa,Em andamento,Carlos Souza,,Pendente,
CH00605,Sarah Santos,Comercial,2026-04-26 06:08:28,2026-04-26 11:50:28,Hardware,Teclado com defeito,E-mail,Baixa,Resolvido,Daniela Lima,5.7,Sim,1.0
CH00606,Srta. Laís Freitas,Logística,2026-04-17 02:04:59,2026-04-17 04:16:59,Software/ERP,Acesso negado no sistema,WhatsApp,Baixa,Fechado,Daniela Lima,2.2,Sim,4.0
CH00607,Henry Carvalho,Operações,2026-05-16 13:37:58,2026-05-17 12:31:58,Software/ERP,Acesso negado no sistema,Telefone,Baixa,Fechado,Bruno Costa,22.9,Sim,5.0
CH00608,Rafael Souza,Operações,2026-05-03 07:41:47,2026-05-03 13:23:47,Redes,Cabo de rede desconectado,Portal de TI,Média,Resolvido,Daniela Lima,5.7,Sim,4.0
CH00609,Dr. Yan Melo,Operações,2026-05-15 16:55:33,2026-05-16 18:25:33,Software/ERP,Erro ao emitir nota,Telefone,Baixa,Resolvido,Daniela Lima,25.5,Não,1.0
CH00610,Helena Teixeira,RH,2026-05-09 01:57:32,2026-05-10 07:21:32,Hardware,Computador não liga,WhatsApp,Baixa,Resolvido,Daniela Lima,29.4,Não,4.0
CH00611,Anna Liz Moura,RH,2026-04-10 22:05:17,2026-04-12 14:53:17,Acessos,Permissão de pasta em rede,Portal de TI,Baixa,Resolvido,Carlos Souza,40.8,Não,4.0
CH00612,Maria Cecília Barbosa,RH,2026-04-30 06:27:00,2026-04-30 07:27:00,Software/ERP,Acesso negado no sistema,Portal de TI,Média,Resolvido,Carlos Souza,1.0,Sim,5.0
CH00613,Bento Novaes,Operações,2026-05-11 16:03:37,2026-05-11 16:51:37,Software/ERP,Acesso negado no sistema,WhatsApp,Baixa,Resolvido,Bruno Costa,0.8,Sim,4.0
CH00614,Vitor Gabriel Cassiano,Financeiro,2026-05-05 23:19:19,2026-05-07 19:37:19,Acessos,Reset de senha AD,Telefone,Alta,Resolvido,Bruno Costa,44.3,Não,5.0
CH00615,Dr. Danilo Rodrigues,RH,2026-04-02 20:51:04,2026-04-03 22:51:04,Acessos,Criar novo usuário,Portal de TI,Alta,Resolvido,Carlos Souza,26.0,Não,5.0
CH00616,Dra. Rebeca Borges,Financeiro,2026-04-06 20:04:19,2026-04-07 23:58:19,Software/ERP,Erro ao emitir nota,Portal de TI,Baixa,Resolvido,Ana Silva,27.9,Não,5.0
CH00617,Ana Laura Marques,Operações,2026-05-06 10:42:45,2026-05-07 12:36:45,Acessos,Reset de senha AD,WhatsApp,Baixa,Resolvido,Carlos Souza,25.9,Não,5.0
CH00618,Maria Vitória Marques,Comercial,2026-03-30 16:54:16,2026-03-30 18:54:16,Acessos,Reset de senha AD,Telefone,Baixa,Fechado,Carlos Souza,2.0,Sim,5.0
CH00619,Ravi Rocha,Logística,2026-05-11 15:27:36,2026-05-11 21:15:36,Hardware,Computador não liga,WhatsApp,Baixa,Resolvido,Daniela Lima,5.8,Sim,4.0
CH00620,Srta. Maria Laura da Cunha,Financeiro,2026-04-16 19:32:20,2026-04-17 12:14:20,Software/ERP,Acesso negado no sistema,WhatsApp,Baixa,Fechado,Bruno Costa,16.7,Sim,5.0
CH00621,Srta. Ana Sophia Aparecida,Comercial,2026-03-18 04:28:42,2026-03-18 23:22:42,Redes,Wi-Fi instável,WhatsApp,Baixa,Resolvido,Ana Silva,18.9,Sim,3.0
CH00622,Sr. Vitor Hugo Araújo,Operações,2026-04-28 00:44:18,2026-04-28 06:08:18,Software/ERP,Erro ao emitir nota,Portal de TI,Alta,Resolvido,Bruno Costa,5.4,Não,4.0
CH00623,Ana Beatriz da Paz,RH,2026-03-24 14:16:41,2026-03-25 03:52:41,Acessos,Criar novo usuário,Portal de TI,Baixa,Resolvido,Bruno Costa,13.6,Sim,5.0
CH00624,Davi Luiz Vargas,Operações,2026-04-26 14:10:51,2026-04-28 12:10:51,Redes,Wi-Fi instável,Portal de TI,Baixa,Resolvido,Carlos Souza,46.0,Não,5.0
CH00625,Dr. Pietro Garcia,Comercial,2026-04-27 16:57:58,2026-04-29 07:39:58,Hardware,Computador não liga,Portal de TI,Alta,Resolvido,Daniela Lima,38.7,Não,5.0
CH00626,Vitor Hugo Carvalho,Logística,2026-04-23 08:46:10,,Redes,Wi-Fi instável,WhatsApp,Baixa,Em andamento,Ana Silva,,Pendente,
CH00627,Felipe Nascimento,Comercial,2026-04-20 15:48:52,2026-04-21 20:36:52,Acessos,Criar novo usuário,Portal de TI,Baixa,Resolvido,Carlos Souza,28.8,Não,5.0
CH00628,Carolina Siqueira,Financeiro,2026-04-25 01:20:41,2026-04-26 09:44:41,Acessos,Criar novo usuário,WhatsApp,Média,Fechado,Daniela Lima,32.4,Não,5.0
CH00629,Antônio da Rosa,Financeiro,2026-04-08 12:21:27,,Acessos,Permissão de pasta em rede,E-mail,Baixa,Em andamento,Bruno Costa,,Pendente,
CH00630,Ísis Lima,Logística,2026-05-01 20:19:45,2026-05-03 16:13:45,Software/ERP,Acesso negado no sistema,Telefone,Média,Fechado,Ana Silva,43.9,Não,5.0
CH00631,Heloísa da Cruz,Financeiro,2026-05-08 12:56:49,,Acessos,Permissão de pasta em rede,Portal de TI,Baixa,Em andamento,Carlos Souza,,Pendente,
CH00632,Sr. João Guilherme Correia,Operações,2026-05-01 14:47:11,2026-05-01 20:11:11,Redes,Cabo de rede desconectado,WhatsApp,Baixa,Resolvido,Carlos Souza,5.4,Sim,4.0
CH00633,Otto Pimenta,Logística,2026-03-28 20:23:56,2026-03-29 16:29:56,Hardware,Impressora travada,WhatsApp,Média,Resolvido,Carlos Souza,20.1,Sim,4.0
CH00634,Gustavo Azevedo,Financeiro,2026-03-19 09:54:33,2026-03-20 06:54:33,Software/ERP,Instalação de software,E-mail,Média,Resolvido,Ana Silva,21.0,Sim,1.0
CH00635,Ana Beatriz Machado,Operações,2026-03-27 16:33:29,2026-03-29 08:45:29,Acessos,Permissão de pasta em rede,WhatsApp,Média,Fechado,Daniela Lima,40.2,Não,5.0
CH00636,Ana Julia da Cruz,Logística,2026-05-14 22:23:30,2026-05-15 02:11:30,Acessos,Permissão de pasta em rede,WhatsApp,Crítica,Resolvido,Ana Silva,3.8,Sim,5.0
CH00637,Maysa da Conceição,Financeiro,2026-03-22 04:31:51,2026-03-23 08:37:51,Redes,Wi-Fi instável,Telefone,Baixa,Resolvido,Carlos Souza,28.1,Não,4.0
CH00638,Benjamin Carvalho,Operações,2026-05-09 07:11:00,2026-05-09 16:59:00,Software/ERP,Acesso negado no sistema,Portal de TI,Média,Resolvido,Daniela Lima,9.8,Sim,4.0
CH00639,Igor Siqueira,Comercial,2026-05-05 19:36:51,2026-05-07 19:06:51,Acessos,Reset de senha AD,WhatsApp,Alta,Fechado,Carlos Souza,47.5,Não,5.0
CH00640,Dr. Isaac da Rosa,Comercial,2026-05-12 19:53:10,2026-05-12 20:23:10,Software/ERP,Erro ao emitir nota,WhatsApp,Crítica,Fechado,Bruno Costa,0.5,Sim,5.0
CH00641,Stephany Câmara,Logística,2026-03-31 19:16:22,2026-04-02 01:28:22,Acessos,Permissão de pasta em rede,E-mail,Média,Resolvido,Bruno Costa,30.2,Não,4.0
CH00642,João Guilherme Araújo,Comercial,2026-04-27 01:07:01,2026-04-27 19:55:01,Acessos,Reset de senha AD,E-mail,Baixa,Resolvido,Bruno Costa,18.8,Sim,3.0
CH00643,Emanuella Pires,Logística,2026-05-10 22:41:57,,Hardware,Teclado com defeito,Telefone,Média,Em andamento,Bruno Costa,,Pendente,
CH00644,Sabrina Aragão,Operações,2026-04-28 08:54:05,,Acessos,Permissão de pasta em rede,Telefone,Média,Em andamento,Bruno Costa,,Pendente,
CH00645,Maria Helena Viana,Logística,2026-04-20 07:59:47,2026-04-21 23:29:47,Hardware,Computador não liga,WhatsApp,Média,Resolvido,Daniela Lima,39.5,Não,5.0
CH00646,Dr. Nicolas Cassiano,RH,2026-05-07 19:32:22,2026-05-08 19:50:22,Software/ERP,Erro ao emitir nota,Telefone,Baixa,Fechado,Carlos Souza,24.3,Não,5.0
CH00647,Ester Sá,Operações,2026-04-16 00:14:34,,Redes,Wi-Fi instável,Portal de TI,Média,Em andamento,Daniela Lima,,Pendente,
CH00648,Isabella Câmara,Operações,2026-05-09 02:54:56,2026-05-10 08:24:56,Redes,Lentidão na VPN,Portal de TI,Média,Resolvido,Ana Silva,29.5,Não,5.0
CH00649,Srta. Nicole Araújo,Comercial,2026-04-16 02:13:06,2026-04-16 03:13:06,Acessos,Criar novo usuário,Telefone,Média,Fechado,Carlos Souza,1.0,Sim,5.0
CH00650,Maria Vitória Novais,Operações,2026-05-11 11:54:22,2026-05-12 02:06:22,Software/ERP,Instalação de software,Portal de TI,Média,Reaberto,Ana Silva,14.2,Sim,5.0
CH00651,Mathias da Cruz,Operações,2026-05-08 08:25:20,2026-05-09 12:07:20,Software/ERP,Instalação de software,WhatsApp,Média,Resolvido,Carlos Souza,27.7,Não,4.0
CH00652,Lucas Ramos,Operações,2026-04-11 15:38:05,2026-04-11 19:50:05,Software/ERP,Erro ao emitir nota,Portal de TI,Baixa,Resolvido,Carlos Souza,4.2,Sim,4.0
CH00653,Maria Eduarda Borges,Logística,2026-03-25 13:41:57,2026-03-25 19:29:57,Hardware,Teclado com defeito,Portal de TI,Baixa,Fechado,Bruno Costa,5.8,Sim,5.0
CH00654,Srta. Ana Júlia da Mata,RH,2026-05-08 21:34:23,2026-05-09 21:04:23,Redes,Cabo de rede desconectado,E-mail,Média,Resolvido,Bruno Costa,23.5,Sim,4.0
CH00655,Ana Cecília Barbosa,Financeiro,2026-04-23 12:19:01,2026-04-24 08:25:01,Acessos,Criar novo usuário,E-mail,Média,Fechado,Carlos Souza,20.1,Sim,5.0
CH00656,Helena Mendes,Financeiro,2026-04-05 03:54:15,,Redes,Wi-Fi instável,Telefone,Baixa,Em andamento,Daniela Lima,,Pendente,
CH00657,Dr. Anthony Gabriel Cunha,Logística,2026-04-07 04:11:55,2026-04-09 01:41:55,Hardware,Impressora travada,Telefone,Média,Resolvido,Carlos Souza,45.5,Não,3.0
CH00658,Srta. Pietra da Cruz,Logística,2026-04-05 08:14:21,,Redes,Cabo de rede desconectado,Telefone,Alta,Em andamento,Carlos Souza,,Pendente,
CH00659,Srta. Maria Laura da Costa,Operações,2026-05-15 13:48:34,2026-05-15 16:12:34,Software/ERP,Acesso negado no sistema,Portal de TI,Média,Reaberto,Carlos Souza,2.4,Sim,3.0
CH00660,Dr. Mateus Martins,Financeiro,2026-05-10 11:53:23,2026-05-11 00:29:23,Acessos,Criar novo usuário,E-mail,Alta,Resolvido,Carlos Souza,12.6,Não,5.0
CH00661,Maria Alice das Neves,RH,2026-05-08 16:56:48,2026-05-09 08:20:48,Redes,Wi-Fi instável,Telefone,Crítica,Resolvido,Ana Silva,15.4,Não,5.0
CH00662,Dr. Ravi Lucca Brito,RH,2026-04-12 06:56:04,2026-04-13 00:08:04,Software/ERP,Erro ao emitir nota,WhatsApp,Média,Resolvido,Ana Silva,17.2,Sim,4.0
CH00663,Sr. Léo Dias,RH,2026-05-02 11:26:38,,Hardware,Teclado com defeito,WhatsApp,Média,Em andamento,Ana Silva,,Pendente,
CH00664,Henry Sousa,Financeiro,2026-04-27 01:58:44,2026-04-28 09:40:44,Hardware,Computador não liga,Portal de TI,Baixa,Fechado,Carlos Souza,31.7,Não,3.0
CH00665,José Pedro Novaes,Comercial,2026-04-01 01:28:35,2026-04-02 08:16:35,Software/ERP,Acesso negado no sistema,Portal de TI,Alta,Resolvido,Bruno Costa,30.8,Não,3.0
CH00666,Maria Vitória da Rocha,Comercial,2026-05-13 14:20:41,2026-05-13 17:50:41,Redes,Cabo de rede desconectado,E-mail,Baixa,Fechado,Daniela Lima,3.5,Sim,5.0
CH00667,Lucas da Conceição,Logística,2026-04-01 16:35:46,,Hardware,Teclado com defeito,E-mail,Crítica,Em andamento,Daniela Lima,,Pendente,
CH00668,Isabelly Monteiro,Operações,2026-04-23 18:32:33,,Acessos,Reset de senha AD,WhatsApp,Média,Em andamento,Daniela Lima,,Pendente,
CH00669,Maitê da Cunha,RH,2026-05-10 08:32:31,2026-05-10 12:32:31,Software/ERP,Acesso negado no sistema,Telefone,Baixa,Fechado,Bruno Costa,4.0,Sim,5.0
CH00670,Dra. Rebeca Marques,Comercial,2026-05-04 08:01:17,2026-05-04 10:19:17,Hardware,Teclado com defeito,Telefone,Baixa,Resolvido,Ana Silva,2.3,Sim,5.0
CH00671,Sra. Eloá Carvalho,Financeiro,2026-04-03 05:27:53,2026-04-04 05:15:53,Redes,Lentidão na VPN,WhatsApp,Alta,Resolvido,Daniela Lima,23.8,Não,5.0
CH00672,Ester Nogueira,Comercial,2026-05-09 22:59:49,2026-05-10 22:23:49,Software/ERP,Acesso negado no sistema,Telefone,Alta,Reaberto,Ana Silva,23.4,Não,5.0
CH00673,Ana Beatriz Barbosa,Logística,2026-03-23 14:18:27,2026-03-23 19:06:27,Software/ERP,Erro ao emitir nota,Portal de TI,Crítica,Resolvido,Bruno Costa,4.8,Não,5.0
CH00674,Noah Carvalho,Comercial,2026-03-22 14:29:55,2026-03-23 09:11:55,Acessos,Reset de senha AD,Telefone,Baixa,Resolvido,Ana Silva,18.7,Sim,5.0
CH00675,Dom Albuquerque,Operações,2026-04-09 08:43:51,2026-04-09 18:13:51,Redes,Lentidão na VPN,E-mail,Média,Fechado,Daniela Lima,9.5,Sim,5.0
CH00676,Mirella Freitas,RH,2026-04-08 03:06:20,2026-04-09 10:12:20,Acessos,Reset de senha AD,Portal de TI,Média,Resolvido,Ana Silva,31.1,Não,5.0
CH00677,Rafaela Ribeiro,Operações,2026-03-23 18:18:39,2026-03-24 14:06:39,Acessos,Criar novo usuário,E-mail,Média,Resolvido,Bruno Costa,19.8,Sim,5.0
CH00678,André Nascimento,RH,2026-05-04 06:14:06,2026-05-04 13:26:06,Acessos,Criar novo usuário,E-mail,Baixa,Fechado,Bruno Costa,7.2,Sim,4.0
CH00679,Alice Almeida,Logística,2026-05-10 10:52:28,,Software/ERP,Erro ao emitir nota,E-mail,Média,Em andamento,Ana Silva,,Pendente,
CH00680,Sra. Zoe da Paz,Financeiro,2026-05-08 07:05:04,2026-05-09 07:11:04,Hardware,Computador não liga,Telefone,Baixa,Fechado,Carlos Souza,24.1,Não,4.0
CH00681,Marina Cavalcanti,Financeiro,2026-03-19 13:23:49,2026-03-20 22:05:49,Hardware,Impressora travada,WhatsApp,Crítica,Fechado,Bruno Costa,32.7,Não,5.0
CH00682,Vinicius Cassiano,Financeiro,2026-03-28 06:49:05,2026-03-28 14:01:05,Software/ERP,Instalação de software,Telefone,Baixa,Resolvido,Bruno Costa,7.2,Sim,5.0
CH00683,Vinicius da Cunha,RH,2026-04-10 06:57:00,2026-04-10 12:09:00,Acessos,Reset de senha AD,Telefone,Baixa,Fechado,Ana Silva,5.2,Sim,4.0
CH00684,Miguel Barros,Operações,2026-04-21 07:21:34,,Redes,Lentidão na VPN,Portal de TI,Baixa,Em andamento,Daniela Lima,,Pendente,
CH00685,Natália Nunes,Comercial,2026-04-23 02:43:30,2026-04-24 01:49:30,Hardware,Teclado com defeito,Telefone,Média,Resolvido,Daniela Lima,23.1,Sim,5.0
CH00686,Srta. Letícia Rodrigues,RH,2026-04-10 12:10:02,2026-04-11 21:34:02,Acessos,Criar novo usuário,Portal de TI,Baixa,Resolvido,Carlos Souza,33.4,Não,5.0
CH00687,Ana Beatriz Borges,Comercial,2026-03-25 17:18:10,2026-03-26 02:54:10,Redes,Lentidão na VPN,E-mail,Média,Resolvido,Daniela Lima,9.6,Sim,1.0
CH00688,Maria Flor Novaes,Logística,2026-04-26 05:49:07,2026-04-26 19:25:07,Hardware,Teclado com defeito,Telefone,Média,Fechado,Bruno Costa,13.6,Sim,5.0
CH00689,Anthony Sampaio,Comercial,2026-05-03 02:37:27,2026-05-03 05:43:27,Hardware,Impressora travada,Portal de TI,Alta,Resolvido,Daniela Lima,3.1,Sim,5.0
CH00690,Theo Lopes,RH,2026-04-03 12:48:16,,Hardware,Computador não liga,Telefone,Média,Em andamento,Ana Silva,,Pendente,
CH00691,Aylla Moura,Operações,2026-04-19 01:22:06,,Acessos,Criar novo usuário,Portal de TI,Baixa,Em andamento,Daniela Lima,,Pendente,
CH00692,Heitor Sales,RH,2026-03-22 00:36:17,2026-03-22 16:36:17,Software/ERP,Erro ao emitir nota,E-mail,Média,Resolvido,Daniela Lima,16.0,Sim,4.0
CH00693,Júlia Aparecida,Logística,2026-05-11 22:09:17,2026-05-12 09:09:17,Acessos,Reset de senha AD,E-mail,Baixa,Fechado,Bruno Costa,11.0,Sim,5.0
CH00694,Lara Nogueira,Comercial,2026-03-25 02:41:43,2026-03-25 21:35:43,Hardware,Teclado com defeito,Portal de TI,Média,Fechado,Bruno Costa,18.9,Sim,5.0
CH00695,Ana Beatriz Cavalcanti,Logística,2026-05-11 14:31:30,2026-05-12 18:01:30,Redes,Cabo de rede desconectado,Telefone,Baixa,Resolvido,Bruno Costa,27.5,Não,5.0
CH00696,Gustavo Henrique Pastor,Operações,2026-04-17 10:15:15,2026-04-18 00:45:15,Hardware,Teclado com defeito,E-mail,Baixa,Fechado,Ana Silva,14.5,Sim,5.0
CH00697,Sra. Ana Vitória da Rosa,Comercial,2026-03-31 21:26:33,2026-04-02 14:56:33,Acessos,Permissão de pasta em rede,WhatsApp,Média,Resolvido,Daniela Lima,41.5,Não,5.0
CH00698,Isabella Nunes,RH,2026-04-02 15:59:18,2026-04-03 07:59:18,Hardware,Teclado com defeito,Telefone,Baixa,Fechado,Ana Silva,16.0,Sim,5.0
CH00699,Ágatha Farias,Operações,2026-04-24 16:15:09,,Redes,Cabo de rede desconectado,Telefone,Média,Em andamento,Daniela Lima,,Pendente,
CH00700,Srta. Anna Liz Montenegro,RH,2026-04-24 03:52:42,2026-04-24 09:04:42,Redes,Lentidão na VPN,Telefone,Média,Fechado,Bruno Costa,5.2,Sim,5.0
CH00701,Carlos Eduardo Lopes,Logística,2026-04-20 11:21:46,,Redes,Wi-Fi instável,Portal de TI,Baixa,Em andamento,Bruno Costa,,Pendente,
CH00702,Luigi Pereira,Financeiro,2026-04-09 10:23:12,2026-04-10 22:23:12,Acessos,Permissão de pasta em rede,Telefone,Alta,Fechado,Bruno Costa,36.0,Não,5.0
CH00703,Maria Laura Vasconcelos,Comercial,2026-05-16 11:51:41,2026-05-17 10:27:41,Redes,Cabo de rede desconectado,WhatsApp,Baixa,Fechado,Carlos Souza,22.6,Sim,4.0
CH00704,João Gabriel Viana,RH,2026-04-18 13:57:52,2026-04-20 11:21:52,Hardware,Teclado com defeito,Portal de TI,Baixa,Resolvido,Ana Silva,45.4,Não,5.0
CH00705,Heloísa Fogaça,Logística,2026-04-30 15:18:35,2026-05-01 09:06:35,Acessos,Permissão de pasta em rede,WhatsApp,Alta,Resolvido,Carlos Souza,17.8,Não,5.0
CH00706,Marina Cirino,Comercial,2026-05-10 14:07:23,2026-05-12 00:07:23,Hardware,Computador não liga,E-mail,Média,Resolvido,Ana Silva,34.0,Não,5.0
CH00707,Maria Helena Barros,Financeiro,2026-05-13 18:38:23,2026-05-15 06:50:23,Hardware,Teclado com defeito,Portal de TI,Média,Resolvido,Carlos Souza,36.2,Não,3.0
CH00708,Brayan Barros,Logística,2026-04-15 13:44:09,2026-04-16 10:20:09,Software/ERP,Acesso negado no sistema,Telefone,Média,Fechado,Ana Silva,20.6,Sim,5.0
CH00709,Mateus Silva,Comercial,2026-04-12 21:52:19,2026-04-14 13:34:19,Acessos,Criar novo usuário,WhatsApp,Média,Resolvido,Bruno Costa,39.7,Não,3.0
CH00710,Sra. Luiza Fonseca,RH,2026-04-01 20:56:35,2026-04-02 01:14:35,Software/ERP,Erro ao emitir nota,E-mail,Média,Fechado,Carlos Souza,4.3,Sim,3.0
CH00711,André das Neves,Operações,2026-03-28 05:44:00,,Hardware,Computador não liga,WhatsApp,Baixa,Em andamento,Carlos Souza,,Pendente,
CH00712,Dr. Cauã Cardoso,RH,2026-04-30 01:45:41,2026-05-01 22:33:41,Acessos,Permissão de pasta em rede,Portal de TI,Média,Resolvido,Bruno Costa,44.8,Não,5.0
CH00713,Pedro Machado,Comercial,2026-03-26 08:52:09,,Hardware,Teclado com defeito,Telefone,Alta,Em andamento,Carlos Souza,,Pendente,
CH00714,Sophie Jesus,Comercial,2026-05-10 23:19:16,2026-05-11 22:55:16,Acessos,Permissão de pasta em rede,E-mail,Média,Resolvido,Carlos Souza,23.6,Sim,4.0
CH00715,Caio Fogaça,Comercial,2026-03-27 22:08:30,2026-03-28 21:38:30,Redes,Wi-Fi instável,Portal de TI,Baixa,Resolvido,Daniela Lima,23.5,Sim,1.0
CH00716,Luan Gomes,Financeiro,2026-05-10 16:52:39,2026-05-11 00:58:39,Hardware,Computador não liga,E-mail,Média,Reaberto,Bruno Costa,8.1,Sim,5.0
CH00717,Noah Gomes,Comercial,2026-03-19 02:12:27,,Hardware,Impressora travada,Portal de TI,Crítica,Em andamento,Bruno Costa,,Pendente,
CH00718,Dra. Isabelly Oliveira,Logística,2026-03-26 02:48:58,2026-03-27 10:54:58,Hardware,Impressora travada,E-mail,Média,Resolvido,Carlos Souza,32.1,Não,1.0
CH00719,Mateus Cavalcante,Logística,2026-05-07 11:42:48,,Acessos,Reset de senha AD,Portal de TI,Baixa,Em andamento,Bruno Costa,,Pendente,
CH00720,Kevin da Mata,Comercial,2026-03-31 08:58:21,,Software/ERP,Instalação de software,Telefone,Média,Em andamento,Carlos Souza,,Pendente,
CH00721,Benício Cavalcante,RH,2026-05-04 18:30:50,2026-05-06 18:12:50,Acessos,Permissão de pasta em rede,Telefone,Média,Reaberto,Ana Silva,47.7,Não,4.0
CH00722,Otto da Rosa,Logística,2026-04-29 02:19:15,,Software/ERP,Erro ao emitir nota,E-mail,Média,Em andamento,Daniela Lima,,Pendente,
CH00723,Luiz Miguel da Cunha,Financeiro,2026-05-03 21:47:33,2026-05-05 03:11:33,Hardware,Impressora travada,WhatsApp,Baixa,Resolvido,Ana Silva,29.4,Não,5.0
CH00724,Dra. Sabrina Peixoto,Logística,2026-04-10 20:02:54,2026-04-12 04:26:54,Acessos,Reset de senha AD,Portal de TI,Média,Resolvido,Ana Silva,32.4,Não,5.0
CH00725,Raul Caldeira,Comercial,2026-05-16 18:23:39,2026-05-17 01:53:39,Software/ERP,Acesso negado no sistema,WhatsApp,Baixa,Fechado,Carlos Souza,7.5,Sim,3.0
CH00726,André Gonçalves,Logística,2026-03-31 01:09:55,2026-03-31 22:51:55,Hardware,Teclado com defeito,Telefone,Baixa,Resolvido,Daniela Lima,21.7,Sim,5.0
CH00727,Maria Helena Farias,Operações,2026-04-19 03:34:26,2026-04-21 02:10:26,Acessos,Reset de senha AD,WhatsApp,Alta,Resolvido,Bruno Costa,46.6,Não,5.0
CH00728,Dr. Davi Luiz da Rosa,Logística,2026-04-29 15:14:44,2026-05-01 08:56:44,Redes,Lentidão na VPN,WhatsApp,Média,Resolvido,Ana Silva,41.7,Não,1.0
CH00729,Gabriela Mendes,Financeiro,2026-04-18 00:39:21,2026-04-18 20:51:21,Hardware,Computador não liga,Telefone,Alta,Resolvido,Carlos Souza,20.2,Não,5.0
CH00730,Miguel Dias,Operações,2026-04-17 09:33:07,2026-04-19 01:15:07,Software/ERP,Acesso negado no sistema,Telefone,Baixa,Resolvido,Bruno Costa,39.7,Não,4.0
CH00731,Dra. Rebeca Oliveira,Logística,2026-04-15 04:34:31,,Software/ERP,Acesso negado no sistema,WhatsApp,Baixa,Em andamento,Carlos Souza,,Pendente,
CH00732,Dr. João Lucas Viana,Logística,2026-04-10 10:20:29,2026-04-11 19:32:29,Redes,Cabo de rede desconectado,WhatsApp,Média,Resolvido,Carlos Souza,33.2,Não,5.0
CH00733,Sr. Guilherme Pastor,RH,2026-04-25 01:03:25,2026-04-26 18:45:25,Acessos,Criar novo usuário,Portal de TI,Média,Resolvido,Ana Silva,41.7,Não,4.0
CH00734,Yan Alves,Financeiro,2026-05-09 20:51:35,2026-05-10 00:09:35,Hardware,Impressora travada,WhatsApp,Baixa,Fechado,Carlos Souza,3.3,Sim,5.0
CH00735,Srta. Maysa da Rocha,RH,2026-05-01 17:06:34,2026-05-03 15:00:34,Software/ERP,Instalação de software,E-mail,Média,Resolvido,Bruno Costa,45.9,Não,5.0
CH00736,Sara Carvalho,Comercial,2026-03-24 14:36:11,2026-03-24 23:00:11,Software/ERP,Instalação de software,Portal de TI,Média,Fechado,Carlos Souza,8.4,Sim,5.0
CH00737,José Ribeiro,Financeiro,2026-04-16 07:06:11,,Hardware,Computador não liga,Portal de TI,Média,Em andamento,Carlos Souza,,Pendente,
CH00738,Sra. Maria Flor Barbosa,Operações,2026-04-01 20:37:54,2026-04-03 16:49:54,Hardware,Computador não liga,E-mail,Média,Fechado,Bruno Costa,44.2,Não,5.0
CH00739,Pietra Pacheco,Logística,2026-04-30 11:51:11,2026-05-01 21:09:11,Redes,Cabo de rede desconectado,WhatsApp,Média,Fechado,Ana Silva,33.3,Não,2.0
CH00740,Sofia Sales,Logística,2026-04-25 19:23:43,2026-04-26 18:41:43,Software/ERP,Erro ao emitir nota,Portal de TI,Alta,Fechado,Bruno Costa,23.3,Não,5.0
CH00741,Ana Carolina Vieira,Financeiro,2026-04-27 12:09:47,2026-04-29 03:21:47,Hardware,Teclado com defeito,Portal de TI,Baixa,Fechado,Bruno Costa,39.2,Não,5.0
CH00742,Dra. Antonella Caldeira,RH,2026-04-21 19:12:58,2026-04-22 15:54:58,Redes,Wi-Fi instável,Telefone,Crítica,Resolvido,Daniela Lima,20.7,Não,4.0
CH00743,Maria Cavalcante,RH,2026-04-10 23:52:19,,Redes,Cabo de rede desconectado,Portal de TI,Baixa,Em andamento,Ana Silva,,Pendente,
CH00744,Murilo Sá,Operações,2026-05-16 09:05:41,,Redes,Wi-Fi instável,E-mail,Média,Em andamento,Bruno Costa,,Pendente,
CH00745,Bianca Albuquerque,Comercial,2026-04-19 02:07:41,2026-04-19 06:55:41,Software/ERP,Instalação de software,Portal de TI,Baixa,Resolvido,Bruno Costa,4.8,Sim,4.0
